text,reading,english,level,length,kanji_ratio
不況の極みにあって、彼は奇跡的なビジネスの成功を収めた。,ふきょうのきわみにあって、かれはきせきてきなびじねすのせいこうをおさめた。,"At the height of the recession, he succeeded in a miracle business.",N1,28,0.36
彼は嘘をつくどころか、自分のミスも正直に報告する。,かれはうそをつくどころか、じぶんのみすもしょうじきにほうこくする。,"Instead of telling a lie, he will honestly report his mistakes.",N1,25,0.32
たとえ反対されても、私は自分の決めた道を進む。,たとえはんたいされても、わたくしはじぶんのきめたみちをすすむ。,"Even if you object, I will go my own way.",N1,23,0.35
彼女の微笑みは、落ち込んでいる心を癒やしてくれる。,かのじょのほほえみは、おちこんでいるこころをいやしてくれる。,Her smile heals the depressed mind.,N1,25,0.32
プロとして活動する以上、常に最高を目指すべきだ。,ぷろとしてかつどうするいじょう、つねにさいこうをめざすべきだ。,"After acting as a professional, you should always aim for the best.",N1,24,0.38
一度きりの人生、悔いのないように全力で駆け抜けたい。,いちどきりのじんせい、くいのないようにぜんりょくでかけぬけたい。,I want to do my best to get through one life without regrets.,N1,26,0.35
君の努力をもってすれば、必ず道は開けるはずだ。,きみのどりょくをもってすれば、かならずみちはあけるはずだ。,"With your efforts, I'm sure the road will open.",N1,23,0.26
彼は聴衆を感動させずにはおかない、完璧なスピーチをした。,かれはちょうしゅうをかんどうさせずにはおかない、かんぺきなすぴーちをした。,He didn't have to impress the audience. He gave a perfect speech.,N1,28,0.25
自分の弱さを認めない限り、本当の強さは手に入らない。,じぶんのよわさをみとめないかぎり、ほんとうのつよさはてにはいらない。,"If you don't admit your weakness, you won't get real strength.",N1,26,0.38
彼の言葉には、絶望した人を勇気づける不思議な力がある。,かれのことばには、ぜつぼうしたひとをゆうきづけるふしぎなちからがある。,His words have the strange power to inspire people who have despaired.,N1,27,0.44
苦難の末に、ようやく目的の場所に辿り着いた。,くなんのすえに、ようやくもくてきのばしょにたどりついた。,"After suffering, I finally reached my destination.",N1,22,0.41
不況という逆風の中、いかに舵を取るかが試されている。,ふきょうというぎゃくふうのなか、いかにかじをとるかがためされている。,"In the reverse wind of the recession, it has been tried how to take the steering wheel.",N1,26,0.31
田中さんの助言なしには、この困難は乗り越えられなかった。,たなかさんのじょげんなしには、このこんなんはのりこえられなかった。,"Without Mr Tanaka's advice, I couldn't get over this difficulty.",N1,28,0.29
一度約束したからには、どんな犠牲を払っても守る。,いちどやくそくしたからには、どんなぎせいをはらってもまもる。,"Once we have made a promise, we will protect you at any cost.",N1,24,0.33
不注意による事故が、企業の信頼を失わせることもある。,ふちゅういによるじこが、きぎょうのしんらいをうしなわせることもある。,Accidents caused by carelessness can cause a company to lose confidence.,N1,26,0.38
成功するかどうかは、ひとえに君の覚悟いかんだ。,せいこうするかどうかは、ひとえにきみのかくごいかんだ。,Whether you succeed or not is only your intention.,N1,23,0.22
彼女の話し方から推察するに、相当なストレスがあるようだ。,かのじょのはなしかたからすいさつするに、そうとうなすとれすがあるようだ。,"Judging from her way of speaking, there seems to be considerable stress.",N1,28,0.29
窓を閉めた瞬間、外の喧騒が嘘のように消えた。,まどをしめたしゅんかん、そとのけんそうがうそのようにきえた。,"The moment I closed the window, it disappeared like a noisy lie outside.",N1,22,0.41
実際に会ってみないことには、その人の本質は見えない。,じっさいにあってみないことには、そのひとのほんしつはみえない。,"To fail to see him in fact, he doesn't see the nature of what he is.",N1,26,0.27
この本は古いものの、内容は今でも十分に通用する。,このほんはふるいものの、ないようはいまでもじゅうぶんにつうようする。,"This book is old, but its content still works well.",N1,24,0.38
一度失った若さは戻らない。だから今を大切にしたい。,いちどうしなったわかさはもどらない。だからいまをたいせつにしたい。,"Once lost, the youth won't return. That's why I want to take care of the present.",N1,25,0.32
環境問題は、国境を越えて協力しなければ解決できない。,かんきょうもんだいは、こっきょうをこえてきょうりょくしなければかいけつできない。,Environmental problems can't be solved without cooperation across the border.,N1,26,0.42
あの時あの一言があれば、関係は変わっていただろうか。,あのときあのひとことがあれば、かんけいはかわっていただろうか。,I wonder if the relationship would have changed if I had had had that one word at that time.,N1,26,0.23
数年にわたる努力の末に、ようやく悲願を達成した。,すうねんにわたるどりょくのすえに、ようやくひがんをたっせいした。,"After years of effort, I finally achieved my wish.",N1,24,0.38
不況という荒波の中、いかに活路を見出すかが重要だ。,ふきょうというあらなみのなか、いかにかつろをみいだすかがじゅうようだ。,It's important to find a way out of the depression.,N1,25,0.44
不注意によるデータの消失は、企業の存亡に関わる問題だ。,ふちゅういによるでーたのしょうしつは、きぎょうのそんぼうにかかわるもんだいだ。,The loss of data due to carelessness is a matter of the survival of the company.,N1,27,0.44
彼は知識もさることながら、その実践力が素晴らしい。,かれはちしきもさることながら、そのじっせんりょくがすばらしい。,"He has great skill in practice, despite his knowledge.",N1,25,0.32
身勝手な主張を繰り返す彼の態度には、憤りを禁じ得ない。,みがってなしゅちょうをくりかえすかれのたいどには、いきどおりをきんじえない。,I can't forbid rage from his attitude of repeated self-serving claims.,N1,27,0.48
ベルが鳴るが早いか、学生たちは一斉に校門を飛び出した。,べるがなるがはやいか、がくせいたちはいっせいにこうもんをとびだした。,"As soon as the bell rang, all the students ran out the school gate.",N1,27,0.37
未曾有の危機に際し、リーダーとしての真価が問われている。,みぞうのききにさいし、りーだーとしてのしんかがとわれている。,"In the face of the greatest crisis, the real value of leadership is being questioned.",N1,28,0.32
最新の注意を払っていたにもかかわらず、事故は起こってしまった。,さいしんのちゅういをはらっていたにもかかわらず、じこはおこってしまった。,"Even though we were paying the latest attention, the accident happened.",N1,31,0.26
彼女の献身的な介護は、まさに称賛に値するものだ。,かのじょのけんしんてきなかいごは、まさにしょうさんにあたいするものだ。,Her devoted care is truly commendable.,N1,24,0.42
理由の如何を問わず、暴力は断じて正当化されない。,りゆうのいかんをとわず、ぼうりょくはだんじてせいとうかされない。,"For whatever reason, violence will never be justified.",N1,24,0.46
彼は目的を達成せんがため、あらゆる手段を講じている。,かれはもくてきをたっせいせんがため、あらゆるしゅだんをこうじている。,"He doesn't accomplish his purpose, but he's taking every step he can.",N1,26,0.31
昨今の経済情勢を鑑みるに、消費税の引き上げは避けられない。,さっこんのけいざいじょうせいをかんがみるに、しょうひぜいのひきあげはさけられない。,"In view of today's economic situation, raising the consumption tax is inevitable.",N1,29,0.45
プロの演奏家だけあって、その音色は聴く者を魅了してやまない。,ぷろのえんそうかだけあって、そのねいろはきくものをみりょうしてやまない。,"There's only a professional musician, and his tone doesn't appeal to the listener.",N1,30,0.3
一度公にしたからには、今さら取り消すわけにはいかない。,いちどこうにしたからには、いまさらとりけすわけにはいかない。,"Once made public, we can't take back now.",N1,27,0.22
彼は独学をもってして、難関国家資格を複数取得した。,かれはどくがくをもってして、なんかんこっかしかくをふくすうしゅとくした。,He got more than one difficult state with his own education.,N1,25,0.52
不況の極みにあって、なお希望を捨てずに立ち向かう姿に感動した。,ふきょうのきわみにあって、なおきぼうをすてずにたちむかうすがたにかんどうした。,I was touched at the height of the recession and stood up with hope.,N1,31,0.35
彼女の成功は、才能もさることながら、血の滲むような努力の結果だ。,かのじょのせいこうは、さいのうもさることながら、ちのにじむようなどりょくのけっかだ。,"Her success, with all her talent, is the result of her bloody efforts.",N1,32,0.38
会場に入るやいなや、熱気溢れる歓声に包まれた。,かいじょうにはいるやいなや、ねっきあふれるかんせいにつつまれた。,"As soon as I entered the hall, I was surrounded by enthusiastic cheers.",N1,23,0.39
彼の実力をもってすれば、この程度の課題は造作もない。,かれのじつりょくをもってすれば、このていどのかだいはぞうさもない。,"With his real strength, this amount of work will never be created.",N1,26,0.35
人生の岐路に立たされた今、慎重な判断を下さずにはいられない。,じんせいのきろにたたされたいま、しんちょうなはんだんをくださずにはいられない。,"Now that we're at the edge of our lives, we can't help but make careful decisions.",N1,30,0.37
たとえ反対されようとも、私は自らの信念に従って行動する。,たとえはんたいされようとも、わたくしはみずからのしんねんにしたがってこうどうする。,"Even if you object, I will act according to my beliefs.",N1,28,0.32
不注意による情報の流出は、企業の存亡に関わる重大な過失だ。,ふちゅういによるじょうほうのりゅうしゅつは、きぎょうのそんぼうにかかわるじゅうだいなかしつだ。,A leak of information through carelessness is a serious mistake in connection with the existence of a company.,N1,29,0.55
合格の喜びを伝えんがため、彼は駅まで全速力で駆け出した。,ごうかくのよろこびをつたえんがため、かれはえきまでぜんそくりょくでかけだした。,He ran at full speed to the station to convey the pleasure of passing.,N1,28,0.39
このアパートは狭小極まりないが、都心へのアクセスは抜群だ。,このあぱーとはきょうしょうきわまりないが、としんへのあくせすはばつぐんだ。,"This apartment is very small, but access to the heart of the city is excellent.",N1,29,0.24
田中さんの尽力なしには、今回の交渉妥結はあり得なかった。,たなかさんのじんりょくなしには、こんかいのこうしょうだけつはありえなかった。,"Without Mr. Tanaka's efforts, there couldn't be this negotiation.",N1,28,0.39
彼はまるで全てを予見していたかのように、完璧な対策を講じた。,かれはまるですべてをよけんしていたかのように、かんぺきなたいさくをこうじた。,He took perfect measures as if he had anticipated everything.,N1,30,0.3
不注意による些細なミスが、国家の威信を揺るがす事態になりかねない。,ふちゅういによるささいなみすが、こっかのいしんをゆるがすじたいになりかねない。,A minor mistake caused by carelessness could cause national prestige to be shaken.,N1,33,0.36
彼は知識の広さもさることながら、思考の深さが群を抜いている。,かれはちしきのひろさもさることながら、しこうのふかさがぐんをぬいている。,"The depth of his thoughts is out of the question, even though he has a broad range of knowledge.",N1,30,0.3
子供の無邪気な質問とはいえ、物事の本質を鋭く射抜くことがある。,こどものむじゃきなしつもんとはいえ、ものごとのほんしつをするどくいぬくことがある。,"Although a child's innocent question may be a question, it can be a sharp shot at the nature of things.",N1,31,0.45
目標を達成できるかどうかは、ひとえに君自身の執念いかんだ。,もくひょうをたっせいできるかどうかは、ひとえにきみじしんのしゅうねいかんだ。,"Whether you can achieve your goal is, at best, your own obsession.",N1,29,0.31
彼女の沈黙から推察するに、言葉にできないほどの苦悩があるのだろう。,かのじょのちんもくからすいさつするに、ことばにできないほどのくのうがあるのだろう。,I'm sure there's an unspeakable pain to be deduced from her silence.,N1,33,0.3
この問題は多岐にわたる要因が絡み合っており、解明には時間を要する。,このもんだいはたきにわたるよういんがからみあっており、かいめいにはじかんをようする。,"This problem involves a wide variety of factors, and it takes time to figure it out.",N1,33,0.39
実際に現場を見ないことには、正確な状況判断を下すことはできない。,じっさいにげんばをみないことには、せいかくなじょうきょうはんだんをくだすことはできない。,You can't make an accurate status judgment unless you actually look at the scene.,N1,32,0.38
この理論は古いものの、現代物理学においても重要な示唆を含んでいる。,このりろんはふるいものの、げんだいぶつりがくにおいてもじゅうようなしさをふくんでいる。,"Although this theory is old, it also contains an important suggestion in modern physics.",N1,33,0.39
日本での研究が進むにつれて、東洋哲学の深淵に触れることができた。,にっぽんでのけんきゅうがすすむにつれて、とうようてつがくのしんえんにふれることができた。,"As the study progressed in Japan, I was able to touch the depths of Eastern philosophy.",N1,32,0.38
一度失った信頼を回復するのは、血を吐くような努力が必要となる。,いちどうしなったしんらいをかいふくするのは、ちをはくようなどりょくがひつようとなる。,"Recovering the trust once lost requires effort, such as bleeding.",N1,31,0.42
不況の極みにあって、彼はあえて新規事業への投資を決断した。,ふきょうのきわみにあって、かれはあえてしんきじぎょうへのとうしをけつだんした。,"At the height of the recession, he dared to invest in a new business.",N1,29,0.41
たとえ世界中が敵に回ろうとも、私は自分の愛する人を信じ抜く。,たとえせかいちゅうがてきにまわろうとも、わたくしはじぶんのあいするひとをしんじぬく。,"Even if the whole world turns against me, I can trust the person I love.",N1,30,0.4
彼女の慈愛に満ちた眼差しは、人々の凍てついた心を溶かしていった。,かのじょのじあいにみちたまなざしは、ひとびとのいてついたこころをとかしていった。,Her loving eyes melted people's frozen minds.,N1,32,0.34
プロとして表現するからには、魂を揺さぶるような一作を世に出したい。,ぷろとしてひょうげんするからには、たましいをゆさぶるようないちさくをよにだしたい。,I'd like to show you a novel that will shake your soul in order to describe it as a professional.,N1,33,0.24
環境破壊が進む現状を鑑みるに、抜本的な対策が不可欠だ。,かんきょうはかいがすすむげんじょうをかんがみるに、ばっぽんてきなたいさくがふかけつだ。,"In view of the current state of environmental destruction, drastic measures are essential.",N1,27,0.59
彼は地位や名声に執着することなく、一研究者として生涯を閉じた。,かれはちいやめいせいにしゅうちゃくすることなく、いちけんきゅうしゃとしてしょうがいをとじた。,He closed his life as a researcher without clinging to rank or fame.,N1,31,0.45
未曾有の危機に直面し、政府は迅速な対応を迫られている。,みぞうのききにちょくめんし、せいふはじんそくなたいおうをせまられている。,"Faced with the greatest crisis, the government is faced with a swift response.",N1,27,0.52
彼の言葉には、聴く者を鼓舞してやまない情熱が宿っている。,かれのことばには、きくものをこぶしてやまないじょうねつがやどっている。,"In his words, there is a passion that can't stop stirring the listener.",N1,28,0.36
長年にわたる沈黙を破り、彼はようやく真実を語り始めた。,ながねんにわたるちんもくをやぶり、かれはようやくしんじつをかたりはじめた。,"After breaking the silence for many years, he finally began to tell the truth.",N1,27,0.37
合格通知を手にした瞬間、これまでの苦労が報われた思いがした。,ごうかくつうちをてにしたしゅんかん、これまでのくろうがむくわれたおもいがした。,"The moment I got my pass notice, I thought my troubles were rewarded.",N1,30,0.37
この伝統芸能は、後継者不足により存続が危ぶまれている。,このでんとうげいのうは、こうけいしゃふそくによりそんぞくがあやぶまれている。,This traditional art is threatened by a lack of successors.,N1,27,0.44
彼は一流の教育者だけあって、学生の可能性を信じて疑わない。,かれはいちりゅうのきょういくしゃだけあって、がくせいのかのうせいをしんじてうたがわない。,"He's only a high school student, and he doesn't doubt the possibility of students.",N1,29,0.45
成功を収められるか否かは、君の不断の努力にのみかかっている。,せいこうをおさめられるかいなかは、きみのふだんのどりょくにのみかかっている。,Whether you can succeed or not depends on your constant efforts.,N1,30,0.3
彼は自らの理想を具現化せんがため、生涯をかけて挑戦を続けた。,かれはみずからのりそうをぐげんかせんがため、しょうがいをかけてちょうせんをつづけた。,"Although he didn't embody his ideals, he continued to challenge his life.",N1,30,0.4
想像だにしなかった恐ろしい光景に、足がすくんで動けなかった。,そうぞうだにしなかったおそろしいこうけいに、あしがすくんでうごけなかった。,I couldn't move when I saw the horror I hadn't imagined.,N1,30,0.23
一分たりとも無駄にできない状況で、チーム全員が必死に働いた。,いちふんたりともむだにできないじょうきょうで、ちーむぜんいんがひっしにはたらいた。,"Under circumstances that couldn't waste even a minute, the whole team worked desperately.",N1,30,0.37
完璧とは言えないまでも、及第点は付けられる内容だった。,かんぺきとはいえないまでも、きゅうだいてんはつけられるないようだった。,"Even if it wasn't perfect, the point was made.",N1,27,0.33
彼の独創的なアイデアは、枚挙に暇がないほど次々と生み出された。,かれのどくそうてきなあいであは、まいきょにひまがないほどつぎつぎとうみだされた。,His original idea was created one after another so many times that there was no time for it.,N1,31,0.32
私如き若輩者が、大先輩に意見するなどおこがましい限りです。,わたくしごときじゃくはいしゃが、だいせんぱいにいけんするなどおこがましいかぎりです。,It's as bad as it gets when I'm young.,N1,29,0.38
彼は周囲の批判をものともせず、自らの道を切り開いていった。,かれはしゅういのひはんをものともせず、みずからのみちをきりひらいていった。,"He didn't listen to the criticism around him, but he cut his own path.",N1,29,0.31
最新の技術をもってしても、この古代の謎を解明することはできない。,さいしんのぎじゅつをもってしても、このこだいのなぞをかいめいすることはできない。,"Even with the latest technology, this ancient mystery cannot be solved.",N1,32,0.28
彼女の歌声は、聴く者の魂を揺さぶらずにはおかない。,かのじょのうたごえは、きくもののたましいをゆさぶらずにはおかない。,Her voice must shake the soul of the listener.,N1,25,0.32
不況の真っ只中にあって、彼は未来への希望を語り続けた。,ふきょうのまっただなかにあって、かれはみらいへのきぼうをかたりつづけた。,"In the middle of the depression, he kept telling others about his hope for the future.",N1,27,0.44
昨今の情勢を鑑みるに、我々の戦略も大幅な修正が必要だ。,さっこんのじょうせいをかんがみるに、われわれのせんりゃくもおおはばなしゅうせいがひつようだ。,"In view of the current situation, our strategy needs to be greatly corrected.",N1,27,0.52
彼は、挨拶はおろか、目を合わせることさえ避けている。,かれは、あいさつはおろか、めをあわせることさえさけている。,He avoids saying hello or even seeing each other.,N1,26,0.23
合格せんがため、彼は食事の時間さえ惜しんで参考書を開いた。,ごうかくせんがため、かれはしょくじのじかんさえおしんでさんこうしょをひらいた。,"Because he couldn't pass, he even left his meal time to open a reference book.",N1,29,0.41
不況の極みにあって、なお挑戦し続ける彼の姿勢には頭が下がる。,ふきょうのきわみにあって、なおちょうせんしつづけるかれのしせいにはあたまがさがる。,"In the height of the recession, I can't stop thinking about his continuing to try.",N1,30,0.37
プロともなれば、観客の期待を裏切るような真似は許されない。,ぷろともなれば、かんきゃくのきたいをうらぎるようなまねはゆるされない。,"If you're a professional, you're not allowed to fail the audience's expectations.",N1,29,0.31
過去の過ちを悔やんだところで、死んだ人間が生き返るわけではない。,かこのあやまちをくやんだところで、しんだにんげんがいきかえるわけではない。,"If you regret your past mistakes, the dead person will not come back to life.",N1,32,0.28
実際に見て確かめないことには、その凄さを理解することはできない。,じっさいにみてたしかめないことには、そのすごさをりかいすることはできない。,"If you don't actually look and see, you can't understand how great it is.",N1,32,0.22
駅に着くやいなや、土砂降りの雨が降り出した。,えきにつくやいなや、どしゃぶりのあめがふりだした。,"As soon as I got to the station, it began to rain heavily.",N1,22,0.36
この契約を締結するに際し、今一度条件を精査する必要がある。,このけいやくをていけつするにさいし、いまいちどじょうけんをせいさするひつようがある。,We need to examine the terms once again in order to make this contract.,N1,29,0.48
彼は一流の職人ならではの、細部への凄まじいこだわりを見せた。,かれはいちりゅうのしょくにんならではの、さいぶへのすさまじいこだわりをみせた。,"If he were a top-class craftsman, he would show an extraordinary obsession with detail.",N1,30,0.3
理由の如何を問わず、会場内での撮影は固く禁じられている。,りゆうのいかんをとわず、かいじょうないでのさつえいはかたくきんじられている。,"For whatever reason, filming in the hall is strictly forbidden.",N1,28,0.43
彼女の美しさもさることながら、その知性には圧倒されるばかりだ。,かのじょのうつくしさもさることながら、そのちせいにはあっとうされるばかりだ。,Her beauty is all but overwhelmed by her intelligence.,N1,31,0.23
景気回復の兆しが見え始めたとはいえ、予断を許さない状況だ。,けいきかいふくのきざしがみえはじめたとはいえ、よだんをゆるさないじょうきょうだ。,"Even though we've begun to see signs of economic recovery, we're in a situation where we can't be sure.",N1,29,0.41
不注意による情報漏洩は、企業の信頼を一瞬にして失墜させる。,ふちゅういによるじょうほうろうえいは、きぎょうのしんらいをいっしゅんにしてしっついさせる。,A leak caused by carelessness will destroy the company's trust in an instant.,N1,29,0.52
彼は研究に没頭するあまり、世の中の出来事に疎くなってしまった。,かれはけんきゅうにぼっとうするあまり、よのなかのできごとにうとくなってしまった。,He was so absorbed in his studies that he got out of the world's events.,N1,31,0.35
子供の将来を思えばこそ、今は心を鬼にして厳しく接している。,こどものしょうらいをおもえばこそ、いまはこころをおににしてきびしくせっしている。,"When you think of the future of your child, you're being hard-on with your mind.",N1,29,0.34
今回の提案は、多角的な検討を加えるに値する重要なものだ。,こんかいのていあんは、たかくてきなけんとうをくわえるにあたいするじゅうようなものだ。,This proposal is important enough to merit multiple-sided consideration.,N1,28,0.46
一度裏切られた相手を信じるのは、並大抵の覚悟ではできない。,いちどうらぎられたあいてをしんじるのは、なみたいていのかくごではできない。,You can't trust someone who's been betrayed once. You can't just be prepared to trust him.,N1,29,0.41
窓を叩く強風に、今夜は一睡もできそうにない不安を覚えた。,まどをたたくきょうふうに、こんやはいっすいもできそうにないふあんをおぼえた。,"I felt uneasy that I couldn't even sleep tonight, with the strong wind beating the window.",N1,28,0.39
彼はまるで自分の非を認めたくないと言わんばかりに、口を閉ざした。,かれはまるでじぶんのひをみとめたくないといわんばかりに、くちをとざした。,"He shut up, as if he didn't want to admit it.",N1,32,0.25
自分の限界を決めない限り、可能性は無限に広がっている。,じぶんのげんかいをきめないかぎり、かのうせいはむげんにひろがっている。,"Unless you decide your limits, the possibilities are endless.",N1,27,0.44
彼の言葉には、傷ついた人を立ち直らせる不思議な力が宿っている。,かれのことばには、きずついたひとをたちなおらせるふしぎなちからがやどっている。,His words have the strange power to bring the injured back to life.,N1,31,0.39
長年の努力の末に、彼はようやく世界一の称号を手にした。,ながねんのどりょくのすえに、かれはようやくせかいいちのしょうごうをてにした。,"After many years of hard work, he finally got the world's greatest title.",N1,27,0.44
彼女が突然姿を消した背景には、深い事情があったに違いない。,かのじょがとつぜんすがたをけしたはいけいには、ふかいじじょうがあったにちがいない。,There must have been a deeper picture of her sudden disappearance.,N1,29,0.41
不況という荒波を乗り越えた企業だけが、強固な基盤を築ける。,ふきょうというあらなみをのりこえたきぎょうだけが、きょうこなきばんをきずける。,Only companies who have weathered the depression can build a solid foundation.,N1,29,0.45
彼は多忙を極める生活の中で、家族との時間を捻出しようと努めた。,かれはたぼうをきわめるせいかつのなかで、かぞくとのじかんをねんしゅつしようとつとめた。,He tried to spend time with his family in his busy life.,N1,31,0.45
この建物は狭小であるものの、最新の耐震技術が施されている。,このたてものはきょうしょうであるものの、さいしんのたいしんぎじゅつがほどこされている。,"Although this building is small, it has the latest earthquake-sharp technology.",N1,29,0.38
田中さんの仲裁なしには、今回の和解は成立しなかった。,たなかさんのちゅうさいなしには、こんかいのわかいはせいりつしなかった。,"Without Mr. Tanaka's intervention, this reconciliation couldn't have been made.",N1,26,0.38
一度約束したからには、たとえ命を賭けてでも守り通すつもりだ。,いちどやくそくしたからには、たとえいのちをかけてでもまもりとおすつもりだ。,"Once we have made a promise, we will defend ourselves at the risk of our lives.",N1,30,0.27
不注意によるミスが、プロジェクト全体の遅延を招きかねない。,ふちゅういによるみすが、ぷろじぇくとぜんたいのちえんをまねきかねない。,A careless mistake can delay the entire project.,N1,29,0.28
彼は知識もさることながら、その鋭い洞察力が他を圧倒している。,かれはちしきもさることながら、そのするどいどうさつりょくがほかをあっとうしている。,His keen insight dominates the rest of his knowledge.,N1,30,0.33
不況とはいえ、創意工夫を凝らす企業にはまだ勝機がある。,ふきょうとはいえ、そういくふうをこらすきぎょうにはまだしょうきがある。,"Although it's a recession, there's still a chance for a company to turn on creative engineers.",N1,27,0.41
子供の言うこととはいえ、真理を突いた発言に大人がたじろいだ。,こどものいうこととはいえ、しんりをついたはつげんにおとながたじろいだ。,"As the child said, adults stood up for what they had told the truth.",N1,30,0.33
彼は一流の指導者だけあって、部下のやる気を引き出すのが上手い。,かれはいちりゅうのしどうしゃだけあって、ぶかのやるきをひきだすのがうまい。,"He only has top leaders, and he is good at drawing his men's motivations.",N1,31,0.42
成功を収められるかは、君自身の不断の努力いかんにかかっている。,せいこうをおさめられるかは、きみじしんのふだんのどりょくいかんにかかっている。,Whether you can succeed or not depends on your own persistent efforts.,N1,31,0.32
彼は何事にも動じない、大河のような悠然とした雰囲気を持っている。,かれはなにごとにもどうじない、たいがのようなゆうぜんとしたふんいきをもっている。,He is firm in everything and has a pliable feeling like a great river.,N1,32,0.38
彼女の不自然な態度から推察するに、何かを隠しているようだ。,かのじょのふしぜんなたいどからすいさつするに、なんかをかくしているようだ。,She seems to be hiding something from her unnatural attitude.,N1,29,0.38
この問題は極めて複雑であり、一朝一夕に解決できるものではない。,このもんだいはきわめてふくざつであり、いっちょういっせきにかいけつできるものではない。,This problem is so complicated that it cannot be solved overnight.,N1,31,0.35
窓を開けた瞬間、秋の気配を感じさせる涼風が吹き込んできた。,まどをあけたしゅんかん、あきのけはいをかんじさせるりょうふうがふきこんできた。,"The moment I opened the window, a cool wind blew in to give me a feeling of autumn.",N1,29,0.41
彼は仕事に没頭するあまり、自らの健康管理を怠っていた。,かれはしごとにぼっとうするあまり、みずからのけんこうかんりをおこたっていた。,He was so absorbed in his work that he neglected his own health care.,N1,27,0.41
実際に足を運ばないことには、その場の空気感は伝わってこない。,じっさいにあしをはこばないことには、そのばのくうきかんはつたわってこない。,"If you don't actually carry your foot, you don't get the sense of the air there.",N1,30,0.3
この作品は古いものの、今なお新鮮な感動を私たちに与えてくれる。,このさくひんはふるいものの、いまなおしんせんなかんどうをわたくしたちにあたえてくれる。,"Even though this work is old, it still gives us fresh inspiration.",N1,31,0.32
一度壊れた信頼を再構築するには、気の遠くなるような時間が必要だ。,いちどこわれたしんらいをさいこうちくするには、きのとおくなるようなじかんがひつようだ。,"Once a broken trust is rebuilt, it takes a long time for it to become distant.",N1,32,0.44
彼女がそこにいるだけで、殺伐とした会議室が和やかになる。,かのじょがそこにいるだけで、さつばつとしたかいぎしつがなごやかになる。,Just because she's there doesn't make the forested conference room feel better.,N1,28,0.29
不況の極みにあって、彼はあえて攻めの経営スタイルを貫いた。,ふきょうのきわみにあって、かれはあえてせめのけいえいすたいるをつらぬいた。,"At the height of the recession, he dared to run an attack.",N1,29,0.28
彼は嘘をつくどころか、正直すぎて損をすることさえある。,かれはうそをつくどころか、しょうじきすぎてそんをすることさえある。,"Far from lying, he is too honest and can even lose money.",N1,27,0.19
たとえ周囲に反対されようとも、私は自分の夢を追い続ける。,たとえしゅういにはんたいされようとも、わたくしはじぶんのゆめをおいつづける。,"Even if I'm opposed to my surroundings, I keep pursuing my dreams.",N1,28,0.36
彼女の優しさは、荒んだ心を癒やしてくれる不思議な力がある。,かのじょのやさしさは、すさんだこころをいやしてくれるふしぎなちからがある。,Her kindness has the strange power to heal a broken heart.,N1,29,0.34
プロとして活動する以上、常に結果を出し続ける責任がある。,ぷろとしてかつどうするいじょう、つねにけっかをだしつづけるせきにんがある。,"After acting as a professional, I have a responsibility to keep working out the results.",N1,28,0.39
窓の外には、見渡す限りの広大な平野が広がっている。,まどのそとには、みわたすかぎりのこうだいなへいやがひろがっている。,Outside the window is a vast plain as far as you can see.,N1,25,0.4
君の実力をもってすれば、世界に通用するプレーヤーになれる。,きみのじつりょくをもってすれば、せかいにつうようするぷれーやーになれる。,"With your real strength, you can be a world-wide player.",N1,29,0.24
環境問題は、人類が一致団結して取り組むべき喫緊の課題だ。,かんきょうもんだいは、じんるいがいっちだんけつしてとりくむべききっきんのかだいだ。,The environmental problem is the challenge of recreation for mankind to work together in unity.,N1,28,0.57
あの時別の道を選んでいれば、人生は全く違ったものになっていただろう。,あのときべつのみちをえらんでいれば、じんせいはまったくちがったものになっていただろう。,If I had taken another road then my life would have been completely different.,N1,34,0.24
自分の未熟さを認めない限り、真の成長は望めない。,じぶんのみじゅくさをみとめないかぎり、しんのせいちょうはのぞめない。,"Unless you admit your immaturity, you can't hope for real growth.",N1,24,0.42
十年にわたる努力の末に、彼はようやく悲願の優勝を果たした。,じゅうねんにわたるどりょくのすえに、かれはようやくひがんのゆうしょうをはたした。,"After ten years of hard work, he finally won the prize.",N1,29,0.38
不況という荒波の中、いかに生き残るかが経営者の手腕だ。,ふきょうというあらなみのなか、いかにいきのこるかがけいえいしゃのしゅわんだ。,The management's skill is how to survive in the rough waves of the recession.,N1,27,0.44
彼は体調が悪いという口実で、会合を中途退席した。,かれはたいちょうがわるいというこうじつで、かいごうをちゅうとたいせきした。,He dropped out of the meeting on the excuse that he was sick.,N1,24,0.5
田中さんの助言なしには、このプロジェクトは完遂できなかった。,たなかさんのじょげんなしには、このぷろじぇくとはかんすいできなかった。,"Without Mr Tanaka's advice, this project could not have been accomplished.",N1,30,0.2
一度約束したからには、どんな困難があろうとも守り抜く。,いちどやくそくしたからには、どんなこんなんがあろうともまもりぬく。,"Once we have made a promise, we will defend ourselves against any difficulty.",N1,27,0.3
不注意による事故が、企業の存続を危うくすることもある。,ふちゅういによるじこが、きぎょうのそんぞくをあやうくすることもある。,Accidents caused by carelessness can endanger the survival of companies.,N1,27,0.37
成功するかどうかは、ひとえに君の覚悟いかんだ。,せいこうするかどうかは、ひとえにきみのかくごいかんだ。,Whether you succeed or not is only your intention.,N1,23,0.22
